county,topic,indicator,count,denom,unit,value,start_year,end_year,lat,lon
Orleans,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,587,216,Percentage,90.6,2009,2011,43.248394,-78.218438
Oswego,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,2216,859,Percentage,86,2009,2011,43.39123,-76.31133
Otsego,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,728,266,Percentage,91.2,2009,2011,42.564852,-75.060334
Putnam,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,657,246,Percentage,89,2009,2011,41.41131,-73.717443
Queens,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,43269,16253,Percentage,88.7,2009,2011,40.749338,-73.789673
Rensselaer,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,2303,868,Percentage,88.4,2009,2011,42.70098,-73.628669
Richmond,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,5442,2114,Percentage,85.8,2009,2011,40.566763,-74.148102
Rockland,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,6998,2497,Percentage,93.4,2009,2011,41.127287,-74.017033
Saratoga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,1531,564,Percentage,90.5,2009,2011,43.00894,-73.786779
Schenectady,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,2112,800,Percentage,88,2009,2011,42.809233,-73.946838
Schoharie,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,479,168,Percentage,95,2009,2011,42.643426,-74.434606
Schuyler,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,94,94,Percentage,33.3,2009,2011,42.38593,-76.872032
Seneca,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,377,139,Percentage,90.4,2009,2011,42.833627,-76.82753
Southern Tier,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,6742,2745,Percentage,81.9,2009,2011,NA,NA
St. Lawrence,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,1010,383,Percentage,87.9,2009,2011,44.689468,-75.242045
Steuben,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,1604,585,Percentage,91.4,2009,2011,42.270053,-77.324618
Suffolk,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,15174,5962,Percentage,84.8,2009,2011,40.820237,-73.119032
Sullivan,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,1058,477,Percentage,73.9,2009,2011,41.705166,-74.711705
Tioga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,754,298,Percentage,84.3,2009,2011,42.120252,-76.29595
Tompkins,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,876,377,Percentage,77.5,2009,2011,42.461024,-76.478784
Tug Hill Seaway,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,4785,1864,Percentage,85.6,2009,2011,NA,NA
Cortland,Cancer Indicators,"Age-adjusted colon and rectum cancer incidence rate per 100,000",84,49456,Rate,51.1,2010,2012,42.597101,-76.143291
Ulster,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,1688,644,Percentage,87.4,2009,2011,41.848374,-74.099412
Warren,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,814,344,Percentage,78.9,2009,2011,43.403024,-73.716044
Washington,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,911,403,Percentage,75.4,2009,2011,43.289513,-73.454761
Wayne,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,1237,460,Percentage,89.6,2009,2011,43.144336,-77.117995
Westchester,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,12091,4725,Percentage,85.3,2009,2011,41.039278,-73.805386
Western NY,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,22825,8532,Percentage,89.2,2009,2011,NA,NA
Wyoming,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,428,155,Percentage,92,2009,2011,42.723641,-78.204473
Yates,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC with early (1st trimester) prenatal care,298,111,Percentage,89.5,2009,2011,42.634338,-77.078311
Albany,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),218,1481,Percentage,4.9,2010,2012,42.678066,-73.814233
Allegany,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),44,286,Percentage,5.1,2010,2012,42.226801,-78.020567
Bronx,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),1920,17781,Percentage,3.6,2010,2012,40.85589,-73.868294
Broome,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),161,1340,Percentage,4,2010,2012,42.122015,-75.933191
Capital Region,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),605,4022,Percentage,5,2010,2012,NA,NA
Cattaraugus,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),80,561,Percentage,4.8,2010,2012,42.224267,-78.606673
Cayuga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),70,485,Percentage,4.8,2010,2012,42.940095,-76.560755
Central NY,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),1010,6782,Percentage,5,2010,2012,NA,NA
Chautauqua,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),140,1059,Percentage,4.4,2010,2012,42.246904,-79.315313
Chemung,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),96,740,Percentage,4.3,2010,2012,42.116644,-76.812331
Chenango,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),89,656,Percentage,4.5,2010,2012,42.481798,-75.570013
Clinton,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),81,505,Percentage,5.3,2010,2012,44.731944,-73.548883
Columbia,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),57,335,Percentage,5.7,2010,2012,42.276913,-73.682168
Cortland,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),43,336,Percentage,4.3,2010,2012,42.597101,-76.143291
Delaware,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),27,252,Percentage,3.6,2010,2012,42.242972,-74.997944
Dutchess,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),152,1120,Percentage,4.5,2010,2012,41.686216,-73.840468
Erie,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),676,5126,Percentage,4.4,2010,2012,42.888143,-78.795544
Essex,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),34,211,Percentage,5.4,2010,2012,44.166026,-73.685145
Finger Lakes,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),914,7068,Percentage,4.3,2010,2012,NA,NA
Franklin,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),46,350,Percentage,4.4,2010,2012,44.705699,-74.340621
Fulton,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),40,301,Percentage,4.4,2010,2012,43.06014,-74.331296
Genesee,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),76,567,Percentage,4.5,2010,2012,43.000121,-78.172679
Greene,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),42,255,Percentage,5.5,2010,2012,42.298326,-73.973376
Hamilton,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),2,23,Percentage,2.9,2010,2012,43.618468,-74.395268
Herkimer,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),56,433,Percentage,4.3,2010,2012,43.070026,-74.994246
Jefferson,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),190,1479,Percentage,4.3,2010,2012,44.019295,-75.898971
Kings,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),5378,30197,Percentage,5.9,2010,2012,40.65642,-73.950691
Lewis,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),27,254,Percentage,3.5,2010,2012,43.785537,-75.446296
Livingston,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),32,288,Percentage,3.7,2010,2012,42.763754,-77.765392
Long Island,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),941,10816,Percentage,2.9,2010,2012,NA,NA
Madison,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),65,457,Percentage,4.7,2010,2012,42.986917,-75.720031
Mid-Hudson,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),1431,13063,Percentage,3.7,2010,2012,NA,NA
Mohawk Valley,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),346,2398,Percentage,4.8,2010,2012,NA,NA
Monroe,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),504,4002,Percentage,4.2,2010,2012,43.161748,-77.620143
Montgomery,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),50,365,Percentage,4.6,2010,2012,42.933637,-74.341972
Nassau,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),385,4207,Percentage,3.1,2010,2012,40.715749,-73.601185
New York,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),1869,12140,Percentage,5.1,2010,2012,40.726966,-74.005966
New York City,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),12226,80069,Percentage,5.1,2010,2012,NA,NA
New York State,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),19615,140209,Percentage,4.7,2010,2012,NA,NA
Niagara,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),177,1224,Percentage,4.8,2010,2012,43.134634,-78.856419
North Country,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),283,1880,Percentage,5,2010,2012,NA,NA
Oneida,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),226,1623,Percentage,4.6,2010,2012,43.149482,-75.361773
Onondaga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),471,2959,Percentage,5.3,2010,2012,43.065629,-76.168033
Ontario,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),55,494,Percentage,3.7,2010,2012,42.894571,-77.252045
Orange,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),250,2577,Percentage,3.2,2010,2012,41.422459,-74.241929
Orleans,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),31,223,Percentage,4.6,2010,2012,43.248394,-78.218438
Oswego,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),135,922,Percentage,4.9,2010,2012,43.39123,-76.31133
Otsego,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),40,290,Percentage,4.6,2010,2012,42.564852,-75.060334
Putnam,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),17,271,Percentage,2.1,2010,2012,41.41131,-73.717443
Queens,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),2825,17748,Percentage,5.3,2010,2012,40.749338,-73.789673
Rensselaer,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),153,937,Percentage,5.4,2010,2012,42.70098,-73.628669
Richmond,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),234,2203,Percentage,3.5,2010,2012,40.566763,-74.148102
Rockland,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),321,2748,Percentage,3.9,2010,2012,41.127287,-74.017033
Saratoga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),39,402,Percentage,3.2,2010,2012,43.00894,-73.786779
Schenectady,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),96,611,Percentage,5.2,2010,2012,42.809233,-73.946838
Schoharie,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),160,1009,Percentage,5.3,2010,2012,42.643426,-74.434606
Schuyler,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),22,181,Percentage,4.1,2010,2012,42.38593,-76.872032
Seneca,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),12,105,Percentage,3.8,2010,2012,42.833627,-76.82753
Southern Tier,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),382,3016,Percentage,4.2,2010,2012,NA,NA
St. Lawrence,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),15,158,Percentage,3.2,2010,2012,44.689468,-75.242045
Steuben,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),112,653,Percentage,5.7,2010,2012,42.270053,-77.324618
Suffolk,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),556,6609,Percentage,2.8,2010,2012,40.820237,-73.119032
Sullivan,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),72,574,Percentage,4.2,2010,2012,41.705166,-74.711705
Tioga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),43,330,Percentage,4.3,2010,2012,42.120252,-76.29595
Tompkins,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),62,439,Percentage,4.7,2010,2012,42.461024,-76.478784
Tug Hill Seaway,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),232,1891,Percentage,4.1,2010,2012,NA,NA
Ulster,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),92,692,Percentage,4.4,2010,2012,41.848374,-74.099412
Warren,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),54,352,Percentage,5.1,2010,2012,43.403024,-73.716044
Washington,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),66,439,Percentage,5,2010,2012,43.289513,-73.454761
Wayne,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),61,488,Percentage,4.2,2010,2012,43.144336,-77.117995
Westchester,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),527,5081,Percentage,3.5,2010,2012,41.039278,-73.805386
Western NY,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),1245,9204,Percentage,4.5,2010,2012,NA,NA
Wyoming,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),21,158,Percentage,4.4,2010,2012,42.723641,-78.204473
Yates,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy underweight (BMI less than 18.5),20,117,Percentage,5.7,2010,2012,42.634338,-77.078311
Albany,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1129,1481,Percentage,25.4,2010,2012,42.678066,-73.814233
Albany,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1129,1481,Percentage,25.4,2010,2012,42.678066,-73.814233
Allegany,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),213,286,Percentage,24.8,2010,2012,42.226801,-78.020567
Allegany,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),213,286,Percentage,24.8,2010,2012,42.226801,-78.020567
Bronx,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),15576,17781,Percentage,29.2,2010,2012,40.85589,-73.868294
Bronx,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),15576,17781,Percentage,29.2,2010,2012,40.85589,-73.868294
Broome,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),895,1340,Percentage,22.3,2010,2012,42.122015,-75.933191
Broome,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),895,1340,Percentage,22.3,2010,2012,42.122015,-75.933191
Capital Region,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),2996,4022,Percentage,24.8,2010,2012,NA,NA
Capital Region,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),2996,4022,Percentage,24.8,2010,2012,NA,NA
Cattaraugus,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),417,561,Percentage,24.8,2010,2012,42.224267,-78.606673
Cattaraugus,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),417,561,Percentage,24.8,2010,2012,42.224267,-78.606673
Delaware,Cancer Indicators,"Age-adjusted colon and rectum cancer incidence rate per 100,000",101,47570,Rate,46.8,2010,2012,42.242972,-74.997944
Cayuga,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),336,485,Percentage,23.1,2010,2012,42.940095,-76.560755
Cayuga,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),336,485,Percentage,23.1,2010,2012,42.940095,-76.560755
Central NY,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),4887,6782,Percentage,24,2010,2012,NA,NA
Central NY,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),4887,6782,Percentage,24,2010,2012,NA,NA
Chautauqua,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),739,1059,Percentage,23.3,2010,2012,42.246904,-79.315313
Chautauqua,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),739,1059,Percentage,23.3,2010,2012,42.246904,-79.315313
Chemung,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),542,740,Percentage,24.4,2010,2012,42.116644,-76.812331
Chemung,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),542,740,Percentage,24.4,2010,2012,42.116644,-76.812331
Chenango,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),433,656,Percentage,22,2010,2012,42.481798,-75.570013
Chenango,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),433,656,Percentage,22,2010,2012,42.481798,-75.570013
Clinton,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),312,505,Percentage,20.6,2010,2012,44.731944,-73.548883
Clinton,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),312,505,Percentage,20.6,2010,2012,44.731944,-73.548883
Columbia,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),254,335,Percentage,25.3,2010,2012,42.276913,-73.682168
Columbia,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),254,335,Percentage,25.3,2010,2012,42.276913,-73.682168
Cortland,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),231,336,Percentage,22.9,2010,2012,42.597101,-76.143291
Cortland,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),231,336,Percentage,22.9,2010,2012,42.597101,-76.143291
Delaware,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),189,252,Percentage,25,2010,2012,42.242972,-74.997944
Delaware,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),189,252,Percentage,25,2010,2012,42.242972,-74.997944
Dutchess,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),859,1120,Percentage,25.6,2010,2012,41.686216,-73.840468
Dutchess,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),859,1120,Percentage,25.6,2010,2012,41.686216,-73.840468
Erie,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),3790,5126,Percentage,24.6,2010,2012,42.888143,-78.795544
Erie,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),3790,5126,Percentage,24.6,2010,2012,42.888143,-78.795544
Essex,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),137,211,Percentage,21.6,2010,2012,44.166026,-73.685145
Essex,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),137,211,Percentage,21.6,2010,2012,44.166026,-73.685145
Finger Lakes,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),5130,7068,Percentage,24.2,2010,2012,NA,NA
Finger Lakes,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),5130,7068,Percentage,24.2,2010,2012,NA,NA
Franklin,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),258,350,Percentage,24.6,2010,2012,44.705699,-74.340621
Franklin,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),258,350,Percentage,24.6,2010,2012,44.705699,-74.340621
Fulton,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),201,301,Percentage,22.3,2010,2012,43.06014,-74.331296
Fulton,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),201,301,Percentage,22.3,2010,2012,43.06014,-74.331296
Genesee,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),423,567,Percentage,24.9,2010,2012,43.000121,-78.172679
Genesee,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),423,567,Percentage,24.9,2010,2012,43.000121,-78.172679
Greene,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),192,255,Percentage,25.1,2010,2012,42.298326,-73.973376
Greene,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),192,255,Percentage,25.1,2010,2012,42.298326,-73.973376
Hamilton,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),14,23,Percentage,20.3,2010,2012,43.618468,-74.395268
Hamilton,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),14,23,Percentage,20.3,2010,2012,43.618468,-74.395268
Herkimer,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),322,433,Percentage,24.8,2010,2012,43.070026,-74.994246
Herkimer,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),322,433,Percentage,24.8,2010,2012,43.070026,-74.994246
Jefferson,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1096,1479,Percentage,24.7,2010,2012,44.019295,-75.898971
Jefferson,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1096,1479,Percentage,24.7,2010,2012,44.019295,-75.898971
Kings,Maternal and Infant Health Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),22641,30197,Percentage,25,2010,2012,40.65642,-73.950691
Kings,Obesity and Related Indicators,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),22641,30197,Percentage,25,2010,2012,40.65642,-73.950691
