county,topic,indicator,count,denom,unit,value,start_year,end_year,lat,lon
Wayne,Communicable Disease Indicators,Communicable Disease Indicators,7,92495,Rate,2.5,2012,2014,43.144336,-77.117995
Westchester,Communicable Disease Indicators,Communicable Disease Indicators,16,967702,Rate,0.6,2012,2014,41.039278,-73.805386
Western NY,Communicable Disease Indicators,Communicable Disease Indicators,39,1538256,Rate,0.8,2012,2014,NA,NA
Wyoming,Communicable Disease Indicators,Communicable Disease Indicators,3,41537,Rate,2.4,2012,2014,42.723641,-78.204473
Yates,Communicable Disease Indicators,Communicable Disease Indicators,2,25236,Rate,2.6,2012,2014,42.634338,-77.078311
Albany,Communicable Disease Indicators,Communicable Disease Indicators,95,306857,Rate,10.3,2012,2014,42.678066,-73.814233
Allegany,Communicable Disease Indicators,Communicable Disease Indicators,22,48067,Rate,15.3,2012,2014,42.226801,-78.020567
Bronx,Communicable Disease Indicators,Communicable Disease Indicators,607,1421788,Rate,14.2,2012,2014,40.85589,-73.868294
Broome,Communicable Disease Indicators,Communicable Disease Indicators,63,197648,Rate,10.6,2012,2014,42.122015,-75.933191
Capital Region,Communicable Disease Indicators,Communicable Disease Indicators,311,956389,Rate,10.8,2012,2014,NA,NA
Cattaraugus,Communicable Disease Indicators,Communicable Disease Indicators,29,78983,Rate,12.2,2012,2014,42.224267,-78.606673
Cayuga,Communicable Disease Indicators,Communicable Disease Indicators,25,79284,Rate,10.5,2012,2014,42.940095,-76.560755
Central NY,Communicable Disease Indicators,Communicable Disease Indicators,348,1023228,Rate,11.3,2012,2014,NA,NA
Chautauqua,Communicable Disease Indicators,Communicable Disease Indicators,54,132891,Rate,13.5,2012,2014,42.246904,-79.315313
Chemung,Communicable Disease Indicators,Communicable Disease Indicators,51,88396,Rate,19.2,2012,2014,42.116644,-76.812331
Chenango,Communicable Disease Indicators,Communicable Disease Indicators,18,49621,Rate,12.1,2012,2014,42.481798,-75.570013
Clinton,Communicable Disease Indicators,Communicable Disease Indicators,30,81626,Rate,12.3,2012,2014,44.731944,-73.548883
Columbia,Communicable Disease Indicators,Communicable Disease Indicators,23,62288,Rate,12.3,2012,2014,42.276913,-73.682168
Cortland,Communicable Disease Indicators,Communicable Disease Indicators,24,49158,Rate,16.3,2012,2014,42.597101,-76.143291
Delaware,Communicable Disease Indicators,Communicable Disease Indicators,16,46860,Rate,11.4,2012,2014,42.242972,-74.997944
Dutchess,Communicable Disease Indicators,Communicable Disease Indicators,105,296939,Rate,11.8,2012,2014,41.686216,-73.840468
Erie,Communicable Disease Indicators,Communicable Disease Indicators,263,920596,Rate,9.5,2012,2014,42.888143,-78.795544
Essex,Communicable Disease Indicators,Communicable Disease Indicators,15,38801,Rate,12.9,2012,2014,44.166026,-73.685145
Finger Lakes,Communicable Disease Indicators,Communicable Disease Indicators,468,1281415,Rate,12.2,2012,2014,NA,NA
Franklin,Communicable Disease Indicators,Communicable Disease Indicators,38,51582,Rate,24.6,2012,2014,44.705699,-74.340621
Fulton,Communicable Disease Indicators,Communicable Disease Indicators,21,54539,Rate,12.8,2012,2014,43.06014,-74.331296
Genesee,Communicable Disease Indicators,Communicable Disease Indicators,23,59531,Rate,12.9,2012,2014,43.000121,-78.172679
Greene,Communicable Disease Indicators,Communicable Disease Indicators,20,48365,Rate,13.8,2012,2014,42.298326,-73.973376
Hamilton,Communicable Disease Indicators,Communicable Disease Indicators,0,4755,Rate,0,2012,2014,43.618468,-74.395268
Herkimer,Communicable Disease Indicators,Communicable Disease Indicators,10,64144,Rate,5.2,2012,2014,43.070026,-74.994246
Jefferson,Communicable Disease Indicators,Communicable Disease Indicators,50,119623,Rate,13.9,2012,2014,44.019295,-75.898971
Kings,Communicable Disease Indicators,Communicable Disease Indicators,1117,2593192,Rate,14.4,2012,2014,40.65642,-73.950691
Lewis,Communicable Disease Indicators,Communicable Disease Indicators,16,27198,Rate,19.6,2012,2014,43.785537,-75.446296
Livingston,Communicable Disease Indicators,Communicable Disease Indicators,16,64700,Rate,8.2,2012,2014,42.763754,-77.765392
Long Island,Communicable Disease Indicators,Communicable Disease Indicators,1033,2853995,Rate,12.1,2012,2014,NA,NA
Madison,Communicable Disease Indicators,Communicable Disease Indicators,27,72378,Rate,12.4,2012,2014,42.986917,-75.720031
Mid-Hudson,Communicable Disease Indicators,Communicable Disease Indicators,934,2318009,Rate,13.4,2012,2014,NA,NA
Mohawk Valley,Communicable Disease Indicators,Communicable Disease Indicators,67,261898,Rate,8.5,2012,2014,NA,NA
Monroe,Communicable Disease Indicators,Communicable Disease Indicators,236,749092,Rate,10.5,2012,2014,43.161748,-77.620143
Montgomery,Communicable Disease Indicators,Communicable Disease Indicators,8,49872,Rate,5.3,2012,2014,42.933637,-74.341972
Nassau,Communicable Disease Indicators,Communicable Disease Indicators,433,1353335,Rate,10.7,2012,2014,40.715749,-73.601185
New York,Communicable Disease Indicators,Communicable Disease Indicators,620,1627172,Rate,12.7,2012,2014,40.726966,-74.005966
New York City,Communicable Disease Indicators,Communicable Disease Indicators,3302,8411204,Rate,13.1,2012,2014,NA,NA
New York State,Communicable Disease Indicators,Communicable Disease Indicators,7317,19655872,Rate,12.4,2012,2014,NA,NA
Niagara,Communicable Disease Indicators,Communicable Disease Indicators,54,214299,Rate,8.4,2012,2014,43.134634,-78.856419
North Country,Communicable Disease Indicators,Communicable Disease Indicators,118,304846,Rate,12.9,2012,2014,NA,NA
Oneida,Communicable Disease Indicators,Communicable Disease Indicators,71,233337,Rate,10.1,2012,2014,43.149482,-75.361773
Onondaga,Communicable Disease Indicators,Communicable Disease Indicators,169,467812,Rate,12,2012,2014,43.065629,-76.168033
Ontario,Communicable Disease Indicators,Communicable Disease Indicators,43,109110,Rate,13.1,2012,2014,42.894571,-77.252045
Orange,Communicable Disease Indicators,Communicable Disease Indicators,146,375401,Rate,13,2012,2014,41.422459,-74.241929
Orleans,Communicable Disease Indicators,Communicable Disease Indicators,11,42352,Rate,8.7,2012,2014,43.248394,-78.218438
Oswego,Communicable Disease Indicators,Communicable Disease Indicators,32,121259,Rate,8.8,2012,2014,43.39123,-76.31133
Otsego,Communicable Disease Indicators,Communicable Disease Indicators,19,61507,Rate,10.3,2012,2014,42.564852,-75.060334
Putnam,Communicable Disease Indicators,Communicable Disease Indicators,44,99580,Rate,14.7,2012,2014,41.41131,-73.717443
Queens,Communicable Disease Indicators,Communicable Disease Indicators,826,2296842,Rate,12,2012,2014,40.749338,-73.789673
Rensselaer,Communicable Disease Indicators,Communicable Disease Indicators,61,159842,Rate,12.7,2012,2014,42.70098,-73.628669
Richmond,Communicable Disease Indicators,Communicable Disease Indicators,132,472209,Rate,9.3,2012,2014,40.566763,-74.148102
Rockland,Communicable Disease Indicators,Communicable Disease Indicators,152,320842,Rate,15.8,2012,2014,41.127287,-74.017033
Saratoga,Communicable Disease Indicators,Communicable Disease Indicators,65,223640,Rate,9.7,2012,2014,43.00894,-73.786779
Schenectady,Communicable Disease Indicators,Communicable Disease Indicators,47,155397,Rate,10.1,2012,2014,42.809233,-73.946838
Schoharie,Communicable Disease Indicators,Communicable Disease Indicators,9,31836,Rate,9.4,2012,2014,42.643426,-74.434606
Schuyler,Communicable Disease Indicators,Communicable Disease Indicators,10,18484,Rate,18,2012,2014,42.38593,-76.872032
Seneca,Communicable Disease Indicators,Communicable Disease Indicators,15,35199,Rate,14.2,2012,2014,42.833627,-76.82753
Southern Tier,Communicable Disease Indicators,Communicable Disease Indicators,151,447946,Rate,11.2,2012,2014,NA,NA
St. Lawrence,Communicable Disease Indicators,Communicable Disease Indicators,46,111865,Rate,13.7,2012,2014,44.689468,-75.242045
Steuben,Communicable Disease Indicators,Communicable Disease Indicators,41,98702,Rate,13.8,2012,2014,42.270053,-77.324618
Suffolk,Communicable Disease Indicators,Communicable Disease Indicators,600,1500660,Rate,13.3,2012,2014,40.820237,-73.119032
Sullivan,Communicable Disease Indicators,Communicable Disease Indicators,37,76467,Rate,16.1,2012,2014,41.705166,-74.711705
Tioga,Communicable Disease Indicators,Communicable Disease Indicators,16,50197,Rate,10.6,2012,2014,42.120252,-76.29595
Tompkins,Communicable Disease Indicators,Communicable Disease Indicators,38,103621,Rate,12.2,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Communicable Disease Indicators,Communicable Disease Indicators,112,258686,Rate,14.4,2012,2014,NA,NA
Ulster,Communicable Disease Indicators,Communicable Disease Indicators,56,181078,Rate,10.3,2012,2014,41.848374,-74.099412
Warren,Communicable Disease Indicators,Communicable Disease Indicators,16,65283,Rate,8.2,2012,2014,43.403024,-73.716044
Washington,Communicable Disease Indicators,Communicable Disease Indicators,19,62800,Rate,10.1,2012,2014,43.289513,-73.454761
Wayne,Communicable Disease Indicators,Communicable Disease Indicators,43,92495,Rate,15.5,2012,2014,43.144336,-77.117995
Westchester,Communicable Disease Indicators,Communicable Disease Indicators,394,967702,Rate,13.6,2012,2014,41.039278,-73.805386
Western NY,Communicable Disease Indicators,Communicable Disease Indicators,473,1538256,Rate,10.2,2012,2014,NA,NA
Wyoming,Communicable Disease Indicators,Communicable Disease Indicators,17,41537,Rate,13.6,2012,2014,42.723641,-78.204473
Yates,Communicable Disease Indicators,Communicable Disease Indicators,13,25236,Rate,17.2,2012,2014,42.634338,-77.078311
Albany,Communicable Disease Indicators,Communicable Disease Indicators,26,306857,Rate,2.8,2012,2014,42.678066,-73.814233
Allegany,Communicable Disease Indicators,Communicable Disease Indicators,1,48067,Rate,0.7,2012,2014,42.226801,-78.020567
Bronx,Communicable Disease Indicators,Communicable Disease Indicators,165,1421788,Rate,3.9,2012,2014,40.85589,-73.868294
Broome,Communicable Disease Indicators,Communicable Disease Indicators,1,197648,Rate,0.2,2012,2014,42.122015,-75.933191
Capital Region,Communicable Disease Indicators,Communicable Disease Indicators,47,956389,Rate,1.6,2012,2014,NA,NA
Cattaraugus,Communicable Disease Indicators,Communicable Disease Indicators,0,78983,Rate,0,2012,2014,42.224267,-78.606673
Cayuga,Communicable Disease Indicators,Communicable Disease Indicators,7,79284,Rate,2.9,2012,2014,42.940095,-76.560755
Central NY,Communicable Disease Indicators,Communicable Disease Indicators,330,1023228,Rate,10.8,2012,2014,NA,NA
Chautauqua,Communicable Disease Indicators,Communicable Disease Indicators,2,132891,Rate,0.5,2012,2014,42.246904,-79.315313
Chemung,Communicable Disease Indicators,Communicable Disease Indicators,1,88396,Rate,0.4,2012,2014,42.116644,-76.812331
Chenango,Communicable Disease Indicators,Communicable Disease Indicators,0,49621,Rate,0,2012,2014,42.481798,-75.570013
Clinton,Communicable Disease Indicators,Communicable Disease Indicators,2,81626,Rate,0.8,2012,2014,44.731944,-73.548883
Columbia,Communicable Disease Indicators,Communicable Disease Indicators,4,62288,Rate,2.1,2012,2014,42.276913,-73.682168
Cortland,Communicable Disease Indicators,Communicable Disease Indicators,3,49158,Rate,2,2012,2014,42.597101,-76.143291
Delaware,Communicable Disease Indicators,Communicable Disease Indicators,0,46860,Rate,0,2012,2014,42.242972,-74.997944
Dutchess,Communicable Disease Indicators,Communicable Disease Indicators,14,296939,Rate,1.6,2012,2014,41.686216,-73.840468
Erie,Communicable Disease Indicators,Communicable Disease Indicators,20,920596,Rate,0.7,2012,2014,42.888143,-78.795544
Essex,Communicable Disease Indicators,Communicable Disease Indicators,1,38801,Rate,0.9,2012,2014,44.166026,-73.685145
Finger Lakes,Communicable Disease Indicators,Communicable Disease Indicators,235,1281415,Rate,6.1,2012,2014,NA,NA
Franklin,Communicable Disease Indicators,Communicable Disease Indicators,1,51582,Rate,0.6,2012,2014,44.705699,-74.340621
Fulton,Communicable Disease Indicators,Communicable Disease Indicators,0,54539,Rate,0,2012,2014,43.06014,-74.331296
Genesee,Communicable Disease Indicators,Communicable Disease Indicators,1,59531,Rate,0.6,2012,2014,43.000121,-78.172679
Greene,Communicable Disease Indicators,Communicable Disease Indicators,0,48365,Rate,0,2012,2014,42.298326,-73.973376
Hamilton,Communicable Disease Indicators,Communicable Disease Indicators,0,4755,Rate,0,2012,2014,43.618468,-74.395268
Herkimer,Communicable Disease Indicators,Communicable Disease Indicators,4,64144,Rate,2.1,2012,2014,43.070026,-74.994246
Jefferson,Communicable Disease Indicators,Communicable Disease Indicators,3,119623,Rate,0.8,2012,2014,44.019295,-75.898971
Kings,Communicable Disease Indicators,Communicable Disease Indicators,578,2593192,Rate,7.4,2012,2014,40.65642,-73.950691
Lewis,Communicable Disease Indicators,Communicable Disease Indicators,7,27198,Rate,8.6,2012,2014,43.785537,-75.446296
Livingston,Communicable Disease Indicators,Communicable Disease Indicators,4,64700,Rate,2.1,2012,2014,42.763754,-77.765392
Long Island,Communicable Disease Indicators,Communicable Disease Indicators,343,2853995,Rate,4,2012,2014,NA,NA
Madison,Communicable Disease Indicators,Communicable Disease Indicators,2,72378,Rate,0.9,2012,2014,42.986917,-75.720031
Mid-Hudson,Communicable Disease Indicators,Communicable Disease Indicators,365,2318009,Rate,5.2,2012,2014,NA,NA
Mohawk Valley,Communicable Disease Indicators,Communicable Disease Indicators,9,261898,Rate,1.1,2012,2014,NA,NA
Monroe,Communicable Disease Indicators,Communicable Disease Indicators,164,749092,Rate,7.3,2012,2014,43.161748,-77.620143
Montgomery,Communicable Disease Indicators,Communicable Disease Indicators,3,49872,Rate,2,2012,2014,42.933637,-74.341972
Nassau,Communicable Disease Indicators,Communicable Disease Indicators,188,1353335,Rate,4.6,2012,2014,40.715749,-73.601185
New York,Communicable Disease Indicators,Communicable Disease Indicators,295,1627172,Rate,6,2012,2014,40.726966,-74.005966
New York City,Communicable Disease Indicators,Communicable Disease Indicators,1314,8411204,Rate,5.2,2012,2014,NA,NA
New York State,Communicable Disease Indicators,Communicable Disease Indicators,2696,19655872,Rate,4.6,2012,2014,NA,NA
Niagara,Communicable Disease Indicators,Communicable Disease Indicators,2,214299,Rate,0.3,2012,2014,43.134634,-78.856419
North Country,Communicable Disease Indicators,Communicable Disease Indicators,6,304846,Rate,0.7,2012,2014,NA,NA
Oneida,Communicable Disease Indicators,Communicable Disease Indicators,11,233337,Rate,1.6,2012,2014,43.149482,-75.361773
Onondaga,Communicable Disease Indicators,Communicable Disease Indicators,307,467812,Rate,21.9,2012,2014,43.065629,-76.168033
Ontario,Communicable Disease Indicators,Communicable Disease Indicators,17,109110,Rate,5.2,2012,2014,42.894571,-77.252045
Orange,Communicable Disease Indicators,Communicable Disease Indicators,56,375401,Rate,5,2012,2014,41.422459,-74.241929
Orleans,Communicable Disease Indicators,Communicable Disease Indicators,2,42352,Rate,1.6,2012,2014,43.248394,-78.218438
Oswego,Communicable Disease Indicators,Communicable Disease Indicators,0,121259,Rate,0,2012,2014,43.39123,-76.31133
Otsego,Communicable Disease Indicators,Communicable Disease Indicators,2,61507,Rate,1.1,2012,2014,42.564852,-75.060334
Putnam,Communicable Disease Indicators,Communicable Disease Indicators,5,99580,Rate,1.7,2012,2014,41.41131,-73.717443
Queens,Communicable Disease Indicators,Communicable Disease Indicators,257,2296842,Rate,3.7,2012,2014,40.749338,-73.789673
Rensselaer,Communicable Disease Indicators,Communicable Disease Indicators,6,159842,Rate,1.3,2012,2014,42.70098,-73.628669
Richmond,Communicable Disease Indicators,Communicable Disease Indicators,19,472209,Rate,1.3,2012,2014,40.566763,-74.148102
Rockland,Communicable Disease Indicators,Communicable Disease Indicators,205,320842,Rate,21.3,2012,2014,41.127287,-74.017033
Saratoga,Communicable Disease Indicators,Communicable Disease Indicators,7,223640,Rate,1,2012,2014,43.00894,-73.786779
Schenectady,Communicable Disease Indicators,Communicable Disease Indicators,4,155397,Rate,0.9,2012,2014,42.809233,-73.946838
Schoharie,Communicable Disease Indicators,Communicable Disease Indicators,0,31836,Rate,0,2012,2014,42.643426,-74.434606
Schuyler,Communicable Disease Indicators,Communicable Disease Indicators,1,18484,Rate,1.8,2012,2014,42.38593,-76.872032
Seneca,Communicable Disease Indicators,Communicable Disease Indicators,1,35199,Rate,0.9,2012,2014,42.833627,-76.82753
Southern Tier,Communicable Disease Indicators,Communicable Disease Indicators,8,447946,Rate,0.6,2012,2014,NA,NA
St. Lawrence,Communicable Disease Indicators,Communicable Disease Indicators,1,111865,Rate,0.3,2012,2014,44.689468,-75.242045
Steuben,Communicable Disease Indicators,Communicable Disease Indicators,0,98702,Rate,0,2012,2014,42.270053,-77.324618
Suffolk,Communicable Disease Indicators,Communicable Disease Indicators,155,1500660,Rate,3.4,2012,2014,40.820237,-73.119032
Sullivan,Communicable Disease Indicators,Communicable Disease Indicators,5,76467,Rate,2.2,2012,2014,41.705166,-74.711705
Tioga,Communicable Disease Indicators,Communicable Disease Indicators,0,50197,Rate,0,2012,2014,42.120252,-76.29595
Tompkins,Communicable Disease Indicators,Communicable Disease Indicators,7,103621,Rate,2.3,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Communicable Disease Indicators,Communicable Disease Indicators,11,258686,Rate,1.4,2012,2014,NA,NA
Ulster,Communicable Disease Indicators,Communicable Disease Indicators,8,181078,Rate,1.5,2012,2014,41.848374,-74.099412
Warren,Communicable Disease Indicators,Communicable Disease Indicators,2,65283,Rate,1,2012,2014,43.403024,-73.716044
Washington,Communicable Disease Indicators,Communicable Disease Indicators,0,62800,Rate,0,2012,2014,43.289513,-73.454761
Wayne,Communicable Disease Indicators,Communicable Disease Indicators,43,92495,Rate,15.5,2012,2014,43.144336,-77.117995
Westchester,Communicable Disease Indicators,Communicable Disease Indicators,72,967702,Rate,2.5,2012,2014,41.039278,-73.805386
Western NY,Communicable Disease Indicators,Communicable Disease Indicators,28,1538256,Rate,0.6,2012,2014,NA,NA
Wyoming,Communicable Disease Indicators,Communicable Disease Indicators,0,41537,Rate,0,2012,2014,42.723641,-78.204473
Yates,Communicable Disease Indicators,Communicable Disease Indicators,4,25236,Rate,5.3,2012,2014,42.634338,-77.078311
Albany,Cancer Indicators,Cancer Indicators,120,304694,Rate,10.8,2010,2012,42.678066,-73.814233
Albany,Oral Health Indicators,Oral Health Indicators,120,304694,Rate,10.8,2010,2012,42.678066,-73.814233
Allegany,Cancer Indicators,Cancer Indicators,21,48680,Rate,12.4,2010,2012,42.226801,-78.020567
Allegany,Oral Health Indicators,Oral Health Indicators,21,48680,Rate,12.4,2010,2012,42.226801,-78.020567
Bronx,Cancer Indicators,Cancer Indicators,393,1397357,Rate,9.9,2010,2012,40.85589,-73.868294
Bronx,Oral Health Indicators,Oral Health Indicators,393,1397357,Rate,9.9,2010,2012,40.85589,-73.868294
Broome,Cancer Indicators,Cancer Indicators,96,199225,Rate,12.9,2010,2012,42.122015,-75.933191
Broome,Oral Health Indicators,Oral Health Indicators,96,199225,Rate,12.9,2010,2012,42.122015,-75.933191
Capital Region,Oral Health Indicators,Oral Health Indicators,408,952095,Rate,11.6,2010,2012,NA,NA
Cattaraugus,Cancer Indicators,Cancer Indicators,42,79859,Rate,13.6,2010,2012,42.224267,-78.606673
Cattaraugus,Oral Health Indicators,Oral Health Indicators,42,79859,Rate,13.6,2010,2012,42.224267,-78.606673
Cayuga,Cancer Indicators,Cancer Indicators,28,79775,Rate,8.4,2010,2012,42.940095,-76.560755
Cayuga,Oral Health Indicators,Oral Health Indicators,28,79775,Rate,8.4,2010,2012,42.940095,-76.560755
Central NY,Cancer Indicators,Cancer Indicators,449,1025519,Rate,12,2010,2012,NA,NA
Central NY,Oral Health Indicators,Oral Health Indicators,449,1025519,Rate,12,2010,2012,NA,NA
Chautauqua,Cancer Indicators,Cancer Indicators,79,134190,Rate,14.9,2010,2012,42.246904,-79.315313
Chautauqua,Oral Health Indicators,Oral Health Indicators,79,134190,Rate,14.9,2010,2012,42.246904,-79.315313
Chemung,Cancer Indicators,Cancer Indicators,42,88848,Rate,11.7,2010,2012,42.116644,-76.812331
Chemung,Oral Health Indicators,Oral Health Indicators,42,88848,Rate,11.7,2010,2012,42.116644,-76.812331
Chenango,Cancer Indicators,Cancer Indicators,21,50162,Rate,9.7,2010,2012,42.481798,-75.570013
Chenango,Oral Health Indicators,Oral Health Indicators,21,50162,Rate,9.7,2010,2012,42.481798,-75.570013
Clinton,Cancer Indicators,Cancer Indicators,26,81862,Rate,8.9,2010,2012,44.731944,-73.548883
Clinton,Oral Health Indicators,Oral Health Indicators,26,81862,Rate,8.9,2010,2012,44.731944,-73.548883
Columbia,Cancer Indicators,Cancer Indicators,27,62709,Rate,9.6,2010,2012,42.276913,-73.682168
Columbia,Oral Health Indicators,Oral Health Indicators,27,62709,Rate,9.6,2010,2012,42.276913,-73.682168
Cortland,Cancer Indicators,Cancer Indicators,23,49456,Rate,14.8,2010,2012,42.597101,-76.143291
Cortland,Oral Health Indicators,Oral Health Indicators,23,49456,Rate,14.8,2010,2012,42.597101,-76.143291
Delaware,Cancer Indicators,Cancer Indicators,25,47570,Rate,13.6,2010,2012,42.242972,-74.997944
Delaware,Oral Health Indicators,Oral Health Indicators,25,47570,Rate,13.6,2010,2012,42.242972,-74.997944
Dutchess,Cancer Indicators,Cancer Indicators,97,297768,Rate,9,2010,2012,41.686216,-73.840468
Dutchess,Oral Health Indicators,Oral Health Indicators,97,297768,Rate,9,2010,2012,41.686216,-73.840468
Erie,Cancer Indicators,Cancer Indicators,406,919268,Rate,11.8,2010,2012,42.888143,-78.795544
Erie,Oral Health Indicators,Oral Health Indicators,406,919268,Rate,11.8,2010,2012,42.888143,-78.795544
Essex,Cancer Indicators,Cancer Indicators,21,39211,Rate,12.8,2010,2012,44.166026,-73.685145
Essex,Oral Health Indicators,Oral Health Indicators,21,39211,Rate,12.8,2010,2012,44.166026,-73.685145
Finger Lakes,Cancer Indicators,Cancer Indicators,538,1280196,Rate,11.3,2010,2012,NA,NA
Finger Lakes,Oral Health Indicators,Oral Health Indicators,538,1280196,Rate,11.3,2010,2012,NA,NA
Franklin,Cancer Indicators,Cancer Indicators,30,51626,Rate,16.4,2010,2012,44.705699,-74.340621
Franklin,Oral Health Indicators,Oral Health Indicators,30,51626,Rate,16.4,2010,2012,44.705699,-74.340621
Fulton,Cancer Indicators,Cancer Indicators,23,55216,Rate,10.5,2010,2012,43.06014,-74.331296
Fulton,Oral Health Indicators,Oral Health Indicators,23,55216,Rate,10.5,2010,2012,43.06014,-74.331296
Genesee,Cancer Indicators,Cancer Indicators,36,60044,Rate,15.2,2010,2012,43.000121,-78.172679
Genesee,Oral Health Indicators,Oral Health Indicators,36,60044,Rate,15.2,2010,2012,43.000121,-78.172679
Greene,Cancer Indicators,Cancer Indicators,26,48924,Rate,11.9,2010,2012,42.298326,-73.973376
Greene,Oral Health Indicators,Oral Health Indicators,26,48924,Rate,11.9,2010,2012,42.298326,-73.973376
Hamilton,Cancer Indicators,Cancer Indicators,NA,4808,Rate,NA,2010,2012,43.618468,-74.395268
Hamilton,Oral Health Indicators,Oral Health Indicators,NA,4808,Rate,NA,2010,2012,43.618468,-74.395268
Herkimer,Cancer Indicators,Cancer Indicators,36,64530,Rate,14.2,2010,2012,43.070026,-74.994246
Herkimer,Oral Health Indicators,Oral Health Indicators,36,64530,Rate,14.2,2010,2012,43.070026,-74.994246
Jefferson,Cancer Indicators,Cancer Indicators,51,118332,Rate,14.6,2010,2012,44.019295,-75.898971
Jefferson,Oral Health Indicators,Oral Health Indicators,51,118332,Rate,14.6,2010,2012,44.019295,-75.898971
Kings,Cancer Indicators,Cancer Indicators,709,2538529,Rate,9.3,2010,2012,40.65642,-73.950691
Kings,Oral Health Indicators,Oral Health Indicators,709,2538529,Rate,9.3,2010,2012,40.65642,-73.950691
Lewis,Cancer Indicators,Cancer Indicators,15,27128,Rate,14.8,2010,2012,43.785537,-75.446296
Lewis,Oral Health Indicators,Oral Health Indicators,15,27128,Rate,14.8,2010,2012,43.785537,-75.446296
Livingston,Cancer Indicators,Cancer Indicators,22,65007,Rate,9,2010,2012,42.763754,-77.765392
Livingston,Oral Health Indicators,Oral Health Indicators,22,65007,Rate,9,2010,2012,42.763754,-77.765392
Long Island,Cancer Indicators,Cancer Indicators,1076,2843573,Rate,10.4,2010,2012,NA,NA
Long Island,Oral Health Indicators,Oral Health Indicators,1076,2843573,Rate,10.4,2010,2012,NA,NA
Madison,Cancer Indicators,Cancer Indicators,35,72881,Rate,12.8,2010,2012,42.986917,-75.720031
Madison,Oral Health Indicators,Oral Health Indicators,35,72881,Rate,12.8,2010,2012,42.986917,-75.720031
Mid-Hudson,Cancer Indicators,Cancer Indicators,785,2302875,Rate,9.6,2010,2012,NA,NA
Mid-Hudson,Oral Health Indicators,Oral Health Indicators,785,2302875,Rate,9.6,2010,2012,NA,NA
Mohawk Valley,Cancer Indicators,Cancer Indicators,121,264241,Rate,11.9,2010,2012,NA,NA
Mohawk Valley,Oral Health Indicators,Oral Health Indicators,121,264241,Rate,11.9,2010,2012,NA,NA
Monroe,Cancer Indicators,Cancer Indicators,319,746442,Rate,12,2010,2012,43.161748,-77.620143
Monroe,Oral Health Indicators,Oral Health Indicators,319,746442,Rate,12,2010,2012,43.161748,-77.620143
Montgomery,Cancer Indicators,Cancer Indicators,22,50058,Rate,12.3,2010,2012,42.933637,-74.341972
Montgomery,Oral Health Indicators,Oral Health Indicators,22,50058,Rate,12.3,2010,2012,42.933637,-74.341972
Nassau,Cancer Indicators,Cancer Indicators,506,1345448,Rate,9.9,2010,2012,40.715749,-73.601185
Nassau,Oral Health Indicators,Oral Health Indicators,506,1345448,Rate,9.9,2010,2012,40.715749,-73.601185
New York,Cancer Indicators,Cancer Indicators,550,1604407,Rate,10.3,2010,2012,40.726966,-74.005966
New York,Oral Health Indicators,Oral Health Indicators,550,1604407,Rate,10.3,2010,2012,40.726966,-74.005966
New York City,Cancer Indicators,Cancer Indicators,2496,8265444,Rate,9.6,2010,2012,NA,NA
New York City,Oral Health Indicators,Oral Health Indicators,2496,8265444,Rate,9.6,2010,2012,NA,NA
New York State,Cancer Indicators,Cancer Indicators,7048,19490373,Rate,10.5,2010,2012,NA,NA
New York State,Oral Health Indicators,Oral Health Indicators,7048,19490373,Rate,10.5,2010,2012,NA,NA
Niagara,Cancer Indicators,Cancer Indicators,111,215837,Rate,13.2,2010,2012,43.134634,-78.856419
Niagara,Oral Health Indicators,Oral Health Indicators,111,215837,Rate,13.2,2010,2012,43.134634,-78.856419
North Country,Cancer Indicators,Cancer Indicators,147,306231,Rate,12.2,2010,2012,NA,NA
North Country,Oral Health Indicators,Oral Health Indicators,147,306231,Rate,12.2,2010,2012,NA,NA
Oneida,Cancer Indicators,Cancer Indicators,106,234193,Rate,11.6,2010,2012,43.149482,-75.361773
Oneida,Oral Health Indicators,Oral Health Indicators,106,234193,Rate,11.6,2010,2012,43.149482,-75.361773
Onondaga,Cancer Indicators,Cancer Indicators,205,467263,Rate,12.5,2010,2012,43.065629,-76.168033
Onondaga,Oral Health Indicators,Oral Health Indicators,205,467263,Rate,12.5,2010,2012,43.065629,-76.168033
Ontario,Cancer Indicators,Cancer Indicators,42,108374,Rate,9.5,2010,2012,42.894571,-77.252045
Ontario,Oral Health Indicators,Oral Health Indicators,42,108374,Rate,9.5,2010,2012,42.894571,-77.252045
Orange,Cancer Indicators,Cancer Indicators,126,374158,Rate,10.7,2010,2012,41.422459,-74.241929
Orange,Oral Health Indicators,Oral Health Indicators,126,374158,Rate,10.7,2010,2012,41.422459,-74.241929
Orleans,Cancer Indicators,Cancer Indicators,16,42916,Rate,9.9,2010,2012,43.248394,-78.218438
Orleans,Oral Health Indicators,Oral Health Indicators,16,42916,Rate,9.9,2010,2012,43.248394,-78.218438
Oswego,Cancer Indicators,Cancer Indicators,52,121951,Rate,12.4,2010,2012,43.39123,-76.31133
Oswego,Oral Health Indicators,Oral Health Indicators,52,121951,Rate,12.4,2010,2012,43.39123,-76.31133
Otsego,Cancer Indicators,Cancer Indicators,23,61965,Rate,9.1,2010,2012,42.564852,-75.060334
